SID,Location,Replicate,Plot,Clone,Species,Gender,HEMI,CELL,LIG,ASH,SPGR,HT,SNo,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD
YR1_Portland_R2_P260,Portland,2,260,03-01-005,S. purpurea,F,18.93,40.09,26.99,1.51,0.44,1.98,16,87,5.44,4.58,12.25,6.16,0.0411,149.88,0.0067,5.07,1.53,21.25,3.3,0.17,25.0,131.1,50.4,46.7
YR1_Portland_R3_P291,Portland,3,291,03-01-005,S. purpurea,F,18.23,39.88,28.22,1.48,0.42,1.83,25,133,5.32,6.37,10.50,5.39,0.0513,105.07,0.0095,5.79,1.29,19.89,4.48,0.17,27.1,466.0,54.4,49.2
YR1_Portland_R4_P475,Portland,4,475,03-01-005,S. purpurea,F,17.90,39.00,28.70,1.51,0.49,2.41,29,222,7.66,14.92,12.50,6.68,0.0654,102.14,0.0098,5.5,1.46,12.07,3.77,0.58,32.5,526.6,45.0,38.2
YR1_Portland_R5_P530,Portland,5,530,03-01-005,S. purpurea,F,18.93,40.09,26.99,1.51,0.44,2.36,20,151,7.55,9.72,13.75,13.06,0.1111,117.55,0.0085,8.69,1.8,18.72,4.84,0.47,28.2,469.0,58.8,50.2
YR1_Portland_R6_P665,Portland,6,665,03-01-005,S. purpurea,F,NA,NA,NA,NA,NA,2.24,8,48,6.00,2.70,9.00,7.68,0.0688,111.63,0.0090,6.31,1.53,13.08,4.12,0.56,32.5,696.2,45.4,58.7
YR1_WVU_R1_P5,WVU,1,5,03-01-005,S. purpurea,F,17.56,37.15,29.16,2.06,0.42,2.55,20,173,8.65,12.15,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,730.7,56.8,NA
YR1_WVU_R2_P202,WVU,2,202,03-01-005,S. purpurea,F,17.08,36.82,29.81,1.92,0.41,1.62,12,64,5.33,2.84,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,519.3,44.0,NA
YR1_WVU_R3_P381,WVU,3,381,03-01-005,S. purpurea,F,19.25,40.19,26.41,2.13,0.43,2.71,18,155,8.61,11.43,21.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,610.4,54.7,NA
YR1_WVU_R4_P401,WVU,4,401,03-01-005,S. purpurea,F,16.64,33.13,30.86,2.81,0.61,1.72,6,35,5.83,1.66,22.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,242.5,52.9,NA
YR1_WVU_R5_P555,WVU,5,555,03-01-005,S. purpurea,F,NA,NA,NA,NA,NA,0.79,8,31,3.88,0.97,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3,NA
YR1_WVU_R6_P727,WVU,6,727,03-01-005,S. purpurea,F,NA,NA,NA,NA,NA,1.69,8,51,6.38,2.82,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,NA
YR1_Geneva_R1_P37,Geneva,1,37,02-201-005,S. purpurea,M,18.61,37.49,26.60,2.26,0.45,1.91,6,51,8.50,3.89,13.75,6.46,0.1341,48.17,0.0208,7.38,1.2,15.01,6.16,0.36,32.0,296.9,49.4,52.8
YR1_Geneva_R2_P159,Geneva,2,159,02-201-005,S. purpurea,M,17.55,39.25,27.62,1.94,0.47,2.47,20,187,9.35,14.46,13.00,8.56,0.1707,50.15,0.0199,8.35,1.42,18.57,5.87,0.31,25.6,626.6,58.8,66.0
YR1_Geneva_R3_P381,Geneva,3,381,02-201-005,S. purpurea,M,18.18,42.04,26.14,1.34,0.42,2.47,21,190,9.05,14.07,14.25,12.42,0.1685,73.71,0.0136,9.53,1.74,19.6,5.47,0.41,24.8,637.4,39.9,41.4
YR1_Geneva_R4_P518,Geneva,4,518,02-201-005,S. purpurea,M,17.72,37.57,28.07,2.25,0.34,2.23,9,90,10.00,7.32,11.75,13.55,0.1397,96.99,0.0103,10.08,1.75,20.64,5.76,0.4,30.8,767.9,54.0,38.3
YR1_Geneva_R5_P619,Geneva,5,619,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,2.50,11,119,10.82,10.83,11.75,11.51,0.1513,76.07,0.0131,9.75,1.57,19.89,6.21,0.37,34.3,742.4,50.9,56.5
YR1_Geneva_R6_P742,Geneva,6,742,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,2.02,10,85,8.50,6.12,14.75,10.33,0.091,113.52,0.0088,9.13,1.51,18.51,6.06,0.38,28.6,770.2,43.0,39.6
YR1_Portland_R1_P14,Portland,1,14,02-201-005,S. purpurea,M,17.48,37.24,29.81,1.98,0.45,1.98,9,79,8.78,6.04,13.00,19.79,0.0754,262.47,0.0038,9.29,2.91,70.2,3.19,0.05,27.9,240.0,49.7,48.7
YR1_Portland_R2_P146,Portland,2,146,02-201-005,S. purpurea,M,18.12,40.07,28.35,1.71,0.41,1.54,6,42,7.00,2.47,14.50,20.56,0.0448,458.93,0.0022,6.35,3.93,121.41,1.62,0.02,31.3,446.8,54.4,49.8
YR1_Portland_R3_P364,Portland,3,364,02-201-005,S. purpurea,M,18.29,43.20,26.77,1.19,0.44,2.17,20,136,6.80,8.67,11.50,10.92,0.0404,270.30,0.0037,9.33,1.71,30.43,5.44,0.15,32.7,600.7,36.0,54.5
YR1_Portland_R4_P487,Portland,4,487,02-201-005,S. purpurea,M,18.95,41.55,26.53,1.45,0.49,1.92,8,50,6.25,2.80,19.00,11.47,0.1037,110.61,0.0090,8.9,1.65,19.1,5.39,0.4,31.7,572.0,53.8,42.2
YR1_Portland_R5_P630,Portland,5,630,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,1.58,16,126,7.88,8.66,11.25,8.11,0.0698,116.19,0.0086,6.67,1.51,14.08,4.4,0.51,33.3,808.6,54.2,46.6
YR1_Portland_R6_P655,Portland,6,655,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,2.14,16,134,8.38,9.36,11.50,9.10,0.0781,116.52,0.0086,7.93,1.52,16.57,5.22,0.42,33.7,760.4,39.1,51.2
YR1_WVU_R1_P11,WVU,1,11,02-201-005,S. purpurea,M,18.38,42.31,26.25,1.66,0.43,2.35,10,90,9.00,7.41,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,756.7,75.0,NA
YR1_WVU_R2_P185,WVU,2,185,02-201-005,S. purpurea,M,16.17,31.97,32.54,3.37,0.45,2.53,9,81,9.00,6.20,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,625.1,64.7,NA
YR1_WVU_R3_P331,WVU,3,331,02-201-005,S. purpurea,M,18.49,37.31,27.75,2.78,0.41,2.36,15,137,9.13,10.27,12.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,759.5,70.4,NA
YR1_WVU_R4_P440,WVU,4,440,02-201-005,S. purpurea,M,19.68,44.21,24.68,1.55,0.46,2.28,11,81,7.36,5.16,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,271.9,57.9,NA
YR1_WVU_R5_P620,WVU,5,620,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,1.24,5,14,2.80,0.42,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA
YR1_WVU_R6_P715,WVU,6,715,02-201-005,S. purpurea,M,NA,NA,NA,NA,NA,1.74,11,87,7.91,5.90,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0,NA
YR1_Geneva_R1_P79,Geneva,1,79,01-07-251,S. purpurea,F,19.10,40.46,25.51,1.46,0.40,2.40,22,176,8.00,11.58,10.25,8.96,0.0982,91.24,0.0110,6.61,1.6,14.3,4.13,0.55,31.8,867.9,42.1,50.9
YR1_Geneva_R2_P142,Geneva,2,142,01-07-251,S. purpurea,F,18.13,39.39,26.73,1.68,0.42,2.95,29,278,9.59,22.59,11.25,10.35,0.1654,62.58,0.0160,7.42,1.79,15.73,4.15,0.53,21.3,546.3,58.8,36.5
YR1_Geneva_R3_P314,Geneva,3,314,01-07-251,S. purpurea,F,18.52,40.25,26.61,1.41,0.41,3.02,26,246,9.46,19.38,11.75,11.31,0.1052,107.51,0.0093,6.97,2.12,15.14,3.28,0.62,30.3,792.8,34.1,38.8
YR1_Geneva_R4_P419,Geneva,4,419,01-07-251,S. purpurea,F,19.26,41.44,24.85,1.49,0.41,2.81,22,223,10.14,19.08,10.50,10.06,0.1089,92.38,0.0108,7.44,1.82,15.37,4.1,0.54,30.8,836.4,33.2,35.8
YR1_Geneva_R5_P607,Geneva,5,607,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,2.91,39,354,9.08,27.71,12.25,11.10,0.0894,124.16,0.0081,7.24,1.91,15.66,3.79,0.57,31.2,581.0,42.4,36.0
YR1_Geneva_R6_P714,Geneva,6,714,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,2.59,29,252,8.69,18.24,10.75,7.44,0.069,107.83,0.0093,6.09,1.49,13.56,4.1,0.51,28.3,828.7,34.6,46.8
YR1_Portland_R1_P5,Portland,1,5,01-07-251,S. purpurea,F,18.66,40.38,27.06,1.52,0.42,3.06,22,218,9.91,19.63,13.00,10.38,0.065,159.69,0.0063,6.82,2,51.47,3.41,0.05,30.5,388.5,59.2,44.0
YR1_Portland_R2_P191,Portland,2,191,01-07-251,S. purpurea,F,17.97,37.34,29.01,1.74,0.42,2.06,14,116,8.29,8.09,13.50,7.00,0.0519,134.87,0.0074,5.62,2.22,22.14,2.53,0.18,28.0,312.2,60.8,64.3
YR1_Portland_R3_P280,Portland,3,280,01-07-251,S. purpurea,F,18.30,42.82,26.26,1.28,0.46,2.35,14,123,8.79,8.71,13.00,10.34,0.0507,203.94,0.0049,7.53,1.83,43.15,4.12,0.07,27.5,501.4,50.9,62.3
YR1_Portland_R4_P493,Portland,4,493,01-07-251,S. purpurea,F,19.93,44.66,24.96,0.87,0.43,2.78,23,224,9.74,17.50,13.00,9.32,0.0843,110.56,0.0090,6.37,1.68,14.17,3.79,0.58,31.7,535.3,61.4,56.5
YR1_Portland_R5_P613,Portland,5,613,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,2.69,22,185,8.41,13.14,14.25,7.10,0.0624,113.78,0.0088,5.83,1.48,12.23,3.95,0.6,33.2,796.7,48.6,55.6
YR1_Portland_R6_P699,Portland,6,699,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,2.79,22,211,9.59,16.38,12.25,6.99,0.0502,139.24,0.0072,5.59,1.43,12.79,3.9,0.54,32.4,772.4,42.0,53.2
YR1_WVU_R1_P104,WVU,1,104,01-07-251,S. purpurea,F,17.96,38.12,28.70,1.88,0.36,2.18,8,65,8.13,4.17,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,908.5,67.4,NA
YR1_WVU_R2_P254,WVU,2,254,01-07-251,S. purpurea,F,18.63,37.94,28.92,1.80,0.41,2.68,30,271,9.03,20.29,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,769.7,66.8,NA
YR1_WVU_R3_P350,WVU,3,350,01-07-251,S. purpurea,F,19.47,40.71,26.38,1.59,0.45,2.58,23,205,8.91,15.06,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,535.3,64.7,NA
YR1_WVU_R4_P406,WVU,4,406,01-07-251,S. purpurea,F,17.82,33.87,30.75,2.27,0.41,1.10,13,93,7.15,6.13,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,245.0,67.5,NA
YR1_WVU_R5_P627,WVU,5,627,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,1.22,13,124,9.54,9.58,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,NA
YR1_WVU_R6_P765,WVU,6,765,01-07-251,S. purpurea,F,NA,NA,NA,NA,NA,2.04,9,60,6.67,3.50,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7,NA
YR1_Geneva_R1_P38,Geneva,1,38,01-01-094,S. purpurea,F,16.96,36.78,28.40,3.06,0.54,1.72,11,63,5.73,2.90,9.25,1.54,0.05,30.80,0.0325,3.44,0.59,6.83,5.82,0.41,32.3,296.2,54.4,44.9
YR1_Geneva_R2_P213,Geneva,2,213,01-01-094,S. purpurea,F,16.58,34.04,29.59,3.68,0.25,1.48,14,90,6.43,4.92,8.75,4.08,0.0622,65.59,0.0152,5.6,1.02,11.22,5.5,0.41,32.0,700.2,42.7,50.3
YR1_Geneva_R3_P326,Geneva,3,326,01-01-094,S. purpurea,F,17.61,36.53,27.81,3.08,0.53,1.64,15,88,5.87,4.15,10.00,6.57,0.0656,100.15,0.0100,7.03,1.2,14.41,5.87,0.4,25.7,614.9,30.6,31.1
YR1_Geneva_R4_P507,Geneva,4,507,01-01-094,S. purpurea,F,17.24,35.49,29.32,2.73,0.47,1.85,14,103,7.36,6.28,10.25,4.66,0.0677,68.83,0.0145,6.25,1.04,12.89,5.98,0.35,30.6,596.2,47.6,43.9
YR1_Geneva_R5_P588,Geneva,5,588,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,2.07,27,175,6.48,9.35,9.75,5.74,0.0569,100.88,0.0099,6.69,1.16,14.03,5.77,0.37,35.3,595.0,22.3,41.5
YR1_Geneva_R6_P695,Geneva,6,695,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,2.00,26,187,7.19,11.16,6.75,4.94,0.0542,91.14,0.0110,6.21,1.04,12.46,5.98,0.4,26.1,547.7,42.2,52.5
YR1_Portland_R1_P91,Portland,1,91,01-01-094,S. purpurea,F,17.21,38.10,29.54,1.83,0.33,1.34,9,51,5.67,2.43,11.75,10.56,0.033,320.00,0.0031,6,2.6,79.03,2.31,0.02,32.7,318.5,47.3,42.5
YR1_Portland_R2_P247,Portland,2,247,01-01-094,S. purpurea,F,16.48,32.59,31.68,2.98,0.54,1.44,15,94,6.27,4.71,9.00,4.66,0.0482,96.68,0.0103,4.94,1.15,22.77,4.31,0.11,24.7,123.8,34.8,42.5
YR1_Portland_R3_P318,Portland,3,318,01-01-094,S. purpurea,F,16.73,34.76,30.95,2.38,0.48,1.03,4,16,4.00,0.53,11.75,2.95,0.0231,127.71,0.0078,3.99,0.99,13.15,4.03,0.21,30.8,486.0,45.4,34.7
YR1_Portland_R4_P431,Portland,4,431,01-01-094,S. purpurea,F,19.22,43.14,25.34,1.40,0.44,1.66,7,53,7.57,3.39,11.00,8.00,0.055,145.45,0.0069,6.63,1.61,23.47,4.12,0.18,30.7,599.6,49.1,56.7
YR1_Portland_R5_P571,Portland,5,571,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,1.39,13,80,6.15,4.04,10.50,5.10,0.0379,134.56,0.0074,5.45,1.13,11.72,4.81,0.47,30.9,808.5,50.9,38.0
YR1_Portland_R6_P722,Portland,6,722,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,1.23,5,21,4.20,0.97,9.25,4.31,0.0375,114.93,0.0087,4.88,1.07,10.68,4.55,0.48,32.4,692.1,34.3,40.6
YR1_WVU_R1_P77,WVU,1,77,01-01-094,S. purpurea,F,17.48,38.79,29.00,1.94,0.50,1.06,6,27,4.50,1.01,16.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,341.6,54.9,NA
YR1_WVU_R2_P145,WVU,2,145,01-01-094,S. purpurea,F,16.09,32.64,30.74,3.60,0.47,0.74,8,42,5.25,1.84,16.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,472.5,48.2,NA
YR1_WVU_R3_P348,WVU,3,348,01-01-094,S. purpurea,F,17.03,34.30,29.26,3.18,0.40,2.22,7,38,5.43,1.70,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,720.9,51.9,NA
YR1_WVU_R4_P424,WVU,4,424,01-01-094,S. purpurea,F,16.53,36.16,30.61,1.97,0.34,1.60,5,23,4.60,0.90,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,204.1,56.7,NA
YR1_WVU_R5_P632,WVU,5,632,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,1.98,4,26,6.50,1.37,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,NA
YR1_WVU_R6_P737,WVU,6,737,01-01-094,S. purpurea,F,NA,NA,NA,NA,NA,1.21,9,51,5.67,2.29,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,NA
YR1_Geneva_R1_P81,Geneva,1,81,01-01-084,S. purpurea,F,17.79,39.77,26.63,1.92,0.40,1.83,31,249,8.03,16.27,9.75,5.89,0.0759,77.60,0.0129,6.43,1.21,12.89,5.32,0.45,32.2,940.4,36.8,36.3
YR1_Geneva_R2_P255,Geneva,2,255,01-01-084,S. purpurea,F,16.75,34.22,29.86,2.83,0.62,2.27,18,129,7.17,7.67,9.50,10.89,0.1496,72.79,0.0137,9.89,1.51,21.78,6.54,0.29,30.6,764.5,42.0,47.3
YR1_Geneva_R3_P300,Geneva,3,300,01-01-084,S. purpurea,F,16.73,34.86,29.90,3.15,0.44,2.12,31,272,8.77,19.38,10.25,10.20,0.0924,110.39,0.0091,8.75,1.43,18.34,6.1,0.38,29.8,718.1,39.5,31.6
YR1_Geneva_R4_P473,Geneva,4,473,01-01-084,S. purpurea,F,17.09,35.61,29.43,2.56,0.45,2.18,37,284,7.68,17.84,8.75,6.93,0.0869,79.75,0.0125,7,1.25,13.55,5.62,0.47,31.9,683.7,38.8,40.7
YR1_Geneva_R5_P578,Geneva,5,578,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,2.73,41,368,8.98,27.41,10.00,12.46,0.1323,94.18,0.0106,10.13,1.53,20.92,6.62,0.36,27.7,626.7,44.5,32.9
YR1_Geneva_R6_P718,Geneva,6,718,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,1.90,27,201,7.44,12.53,8.50,8.82,0.0902,97.78,0.0102,8.21,1.31,16.8,6.25,0.39,29.0,510.5,33.4,29.4
YR1_Portland_R1_P40,Portland,1,40,01-01-084,S. purpurea,F,16.67,35.26,30.65,2.18,0.34,1.50,10,68,6.80,3.75,18.25,4.02,0.0774,51.94,0.0193,3.73,1.3,34.8,2.87,0.04,29.4,402.4,43.8,39.7
YR1_Portland_R2_P202,Portland,2,202,01-01-084,S. purpurea,F,17.40,40.80,28.57,1.50,0.44,1.70,11,71,6.45,3.71,13.50,7.43,0.0463,160.48,0.0062,6.76,1.36,30.12,4.97,0.1,25.9,283.0,41.3,42.8
YR1_Portland_R3_P385,Portland,3,385,01-01-084,S. purpurea,F,17.06,36.23,30.12,1.90,0.36,2.05,13,96,7.38,5.70,12.00,6.66,0.0645,103.26,0.0097,9.63,1.23,17.98,7.81,0.26,33.2,544.2,51.1,40.0
YR1_Portland_R4_P394,Portland,4,394,01-01-084,S. purpurea,F,14.98,33.54,33.07,2.60,0.45,1.68,18,109,6.06,5.32,8.00,6.78,0.0434,156.22,0.0064,6.55,1.39,25.98,4.73,0.13,37.0,682.0,44.4,37.3
YR1_Portland_R5_P645,Portland,5,645,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,0.45,5,17,3.40,0.46,6.75,1.58,0.0123,128.46,0.0078,3.15,0.6,5.55,5.28,0.64,33.9,825.6,50.9,33.8
YR1_Portland_R6_P768,Portland,6,768,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,1.62,15,98,6.53,5.20,11.00,6.04,0.0553,109.22,0.0092,5.86,1.19,12.93,4.95,0.45,34.1,832.2,49.1,37.9
YR1_WVU_R1_P114,WVU,1,114,01-01-084,S. purpurea,F,15.45,29.28,34.39,2.49,0.43,1.75,15,123,8.20,8.16,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,633.1,56.3,NA
YR1_WVU_R2_P163,WVU,2,163,01-01-084,S. purpurea,F,15.45,31.70,34.06,3.23,0.49,1.34,6,23,3.83,1.00,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,635.2,50.4,NA
YR1_WVU_R3_P315,WVU,3,315,01-01-084,S. purpurea,F,15.95,31.68,32.16,2.78,0.39,2.18,9,67,7.44,3.95,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,782.9,52.7,NA
YR1_WVU_R4_P458,WVU,4,458,01-01-084,S. purpurea,F,16.83,36.05,31.55,1.83,0.37,1.43,9,52,5.78,2.54,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,251.7,50.0,NA
YR1_WVU_R5_P635,WVU,5,635,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,1.70,7,28,4.00,0.91,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,NA
YR1_WVU_R6_P704,WVU,6,704,01-01-084,S. purpurea,F,NA,NA,NA,NA,NA,1.62,8,59,7.38,3.48,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0,NA
YR1_Geneva_R1_P57,Geneva,1,57,01-01-082,S. purpurea,F,17.01,37.69,28.17,2.50,0.60,1.33,15,92,6.13,4.85,8.50,4.24,0.0406,104.43,0.0096,5.45,1.02,10.87,5.33,0.45,31.3,374.6,40.0,40.4
YR1_Geneva_R2_P150,Geneva,2,150,01-01-082,S. purpurea,F,16.40,33.98,29.76,2.87,0.48,1.92,34,224,6.59,11.94,8.00,6.11,0.0585,104.44,0.0096,5.76,1.36,12.1,4.24,0.52,23.5,545.9,33.1,36.7
YR1_Geneva_R3_P290,Geneva,3,290,01-01-082,S. purpurea,F,16.94,38.61,27.75,2.18,0.45,2.12,18,131,7.28,8.05,7.75,7.55,0.0559,135.06,0.0074,6.8,1.37,14.2,4.97,0.47,27.2,655.6,44.8,29.8
YR1_Geneva_R4_P429,Geneva,4,429,01-01-082,S. purpurea,F,17.61,37.87,27.54,2.18,0.57,1.88,27,183,6.78,10.34,9.75,5.14,0.0483,106.42,0.0094,5.9,1.14,12.18,5.18,0.44,31.1,653.6,33.5,32.2
YR1_Geneva_R5_P561,Geneva,5,561,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,1.47,15,93,6.20,4.70,7.50,5.56,0.04,139.00,0.0072,5.98,1.28,12.03,4.68,0.48,30.4,684.8,42.0,54.8
YR1_Geneva_R6_P673,Geneva,6,673,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,1.43,7,40,5.71,1.81,6.75,4.39,0.0581,75.56,0.0132,5.21,1.11,10.56,4.7,0.49,27.4,703.5,40.6,24.5
YR1_Portland_R1_P54,Portland,1,54,01-01-082,S. purpurea,F,17.19,35.90,30.11,2.00,0.43,1.45,16,96,6.00,4.73,15.00,7.53,0.0309,243.69,0.0041,6.04,1.63,55.65,3.71,0.03,30.6,356.4,40.6,34.9
YR1_Portland_R2_P173,Portland,2,173,01-01-082,S. purpurea,F,16.12,33.23,33.17,2.57,0.42,1.18,6,32,5.33,1.45,9.25,3.53,0.0204,173.04,0.0058,3.99,2.36,16.02,1.69,0.17,27.7,333.1,40.8,35.0
YR1_Portland_R3_P305,Portland,3,305,01-01-082,S. purpurea,F,16.46,34.36,31.75,2.04,0.38,1.32,5,25,5.00,1.00,13.00,5.55,0.035,158.57,0.0063,4.89,10.86,21.29,0.45,0.15,28.4,470.4,28.3,38.5
YR1_Portland_R4_P479,Portland,4,479,01-01-082,S. purpurea,F,15.95,32.72,31.57,2.68,0.59,1.46,15,88,5.87,4.19,11.50,4.56,0.0413,110.41,0.0091,4.3,1.29,9.94,3.34,0.58,31.7,428.0,47.3,40.7
YR1_Portland_R5_P641,Portland,5,641,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,1.50,31,164,5.29,7.08,16.00,4.24,0.0336,126.19,0.0079,4.7,1.18,9.7,3.99,0.57,34.0,820.4,45.0,43.1
YR1_Portland_R6_P759,Portland,6,759,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,13.00,4.37,0.0284,153.87,0.0065,4.32,1.25,9.39,3.45,0.62,35.4,764.5,38.4,31.2
YR1_WVU_R1_P130,WVU,1,130,01-01-082,S. purpurea,F,15.82,34.55,31.66,2.65,0.43,1.73,16,109,6.81,6.13,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,453.7,50.5,NA
YR1_WVU_R2_P250,WVU,2,250,01-01-082,S. purpurea,F,15.39,30.76,33.06,2.76,0.36,1.41,4,19,4.75,0.81,7.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,727.0,48.6,NA
YR1_WVU_R3_P292,WVU,3,292,01-01-082,S. purpurea,F,15.32,32.95,32.51,3.31,0.48,1.77,19,96,5.05,3.99,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0,776.7,55.9,NA
YR1_WVU_R4_P449,WVU,4,449,01-01-082,S. purpurea,F,16.99,33.99,30.50,2.98,0.44,1.61,11,65,5.91,3.13,7.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,220.6,46.3,NA
YR1_WVU_R5_P531,WVU,5,531,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,1.60,4,10,2.50,0.27,8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA
YR1_WVU_R6_P663,WVU,6,663,01-01-082,S. purpurea,F,NA,NA,NA,NA,NA,1.34,5,36,7.20,2.06,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0,NA
YR1_Geneva_R1_P127,Geneva,1,127,01-01-079,S. purpurea,M,17.04,35.36,29.51,3.25,0.50,1.86,17,126,7.41,7.43,8.00,6.74,0.0996,67.67,0.0148,7.06,1.27,14,5.57,0.43,30.8,965.4,34.8,38.5
YR1_Geneva_R2_P177,Geneva,2,177,01-01-079,S. purpurea,M,18.19,36.60,28.33,2.33,0.33,2.26,14,104,7.43,6.75,22.75,14.22,0.1482,95.95,0.0104,9.96,1.8,20.56,5.55,0.42,27.6,681.8,39.2,23.2
YR1_Geneva_R3_P362,Geneva,3,362,01-01-079,S. purpurea,M,18.14,38.74,28.00,2.00,0.56,2.21,16,120,7.50,7.46,11.00,7.91,0.0998,79.26,0.0126,6.76,1.45,14.19,4.65,0.49,25.9,641.2,43.7,35.8
YR1_Geneva_R4_P431,Geneva,4,431,01-01-079,S. purpurea,M,18.16,36.59,28.76,2.32,0.41,2.24,26,202,7.77,13.07,25.25,12.25,0.1195,102.51,0.0098,8.46,1.82,17.49,4.64,0.5,30.7,691.9,36.6,35.3
YR1_Geneva_R5_P624,Geneva,5,624,01-01-079,S. purpurea,M,NA,NA,NA,NA,NA,2.16,18,144,8.00,9.41,9.75,12.74,0.1042,122.26,0.0082,9.19,1.76,18.75,5.21,0.46,33.7,707.7,44.7,43.6
YR1_Geneva_R6_P744,Geneva,6,744,01-01-079,S. purpurea,M,NA,NA,NA,NA,NA,1.89,23,167,7.26,9.90,9.50,10.56,0.0874,120.82,0.0083,8.14,1.73,17.4,4.71,0.44,27.7,826.7,54.6,19.2
YR1_Portland_R1_P57,Portland,1,57,01-01-079,S. purpurea,M,NA,NA,NA,NA,NA,1.29,5,22,4.40,0.96,18.00,8.09,0.061,132.62,0.0075,5.7,10.44,42.45,0.55,0.06,31.9,290.1,39.2,32.9
YR1_Portland_R2_P199,Portland,2,199,01-01-079,S. purpurea,M,17.19,33.58,31.36,2.55,0.44,1.43,13,74,5.69,3.42,12.50,6.04,0.0526,114.83,0.0087,6.05,1.35,27.6,4.47,0.1,25.8,325.3,47.5,37.5
YR1_Portland_R3_P349,Portland,3,349,01-01-079,S. purpurea,M,17.41,37.15,29.84,2.44,0.51,1.28,4,15,3.75,0.59,14.00,8.82,0.057,154.74,0.0065,7.11,1.59,31.46,4.46,0.11,30.7,507.0,44.4,35.2
