SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_WVU_R2_P234,WVU,2,234,05-OSU-063,S. purpurea,F,66,24.8,115,108,18.6277,41.6414,26.3925,1.4683,0.42,3.11,29,263,9.07,21.56,NA,7.56,0.0834,90.65,0.01103,5.43,1.84,22.77,2.96,0.18,29.0,385.6,NA,45.5,2.76
YR2_WVU_R3_P349,WVU,3,349,05-OSU-063,S. purpurea,F,46,33.5,115,81,18.0881,43.7492,25.9136,1.2957,0.41,4.60,24,314,13.08,39.63,NA,21.87,0.2316,94.43,0.01059,8.99,2.95,23.13,3.04,0.51,30.3,333.1,NA,43.2,6.45
YR2_WVU_R4_P479,WVU,4,479,05-OSU-063,S. purpurea,F,30,45.5,115,81,19.3231,42.3205,25.5223,1.2412,0.41,4.44,21,293,13.95,37.31,NA,14.09,0.1233,114.27,0.00875,7.12,2.66,24.82,2.68,0.29,26.7,289.9,NA,42.8,3.34
YR2_WVU_R5_P606,WVU,5,606,05-OSU-063,S. purpurea,F,53,29.9,115,81,NA,NA,NA,NA,NA,3.97,30,481,16.03,67.72,NA,20.75,0.2694,77.02,0.01298,10.15,2.8,25.21,3.63,0.41,31.3,618.6,NA,NA,13.13
YR2_WVU_R6_P706,WVU,6,706,05-OSU-063,S. purpurea,F,24,51.8,108,81,NA,NA,NA,NA,NA,4.62,6,98,16.33,14.99,NA,7.93,0.1633,48.56,0.02059,5.59,1.66,16.77,3.37,0.35,32.8,585.2,NA,NA,6.34
YR2_Geneva_R1_P40,Geneva,1,40,05-01-005,S. purpurea,F,41.2,36.5,111,103,17.0825,40.6922,27.3739,2.7865,0.46,2.89,30,288,9.60,25.12,9.25,4.89,0.0565,86.55,0.01155,5.16,1.17,10.67,4.42,0.54,29.0,676.4,32.23,20.33,2.08
YR2_Geneva_R2_P168,Geneva,2,168,05-01-005,S. purpurea,F,22.6,53.4,111,103,18.2261,41.7232,26.4283,1.9076,0.45,3.83,44,435,9.89,40.13,10.25,4.5,0.0533,84.43,0.01184,4.31,1.2,9.24,3.6,0.66,29.5,293.0,39.33,42.00,5.89
YR2_Geneva_R3_P299,Geneva,3,299,05-01-005,S. purpurea,F,32.1,43.5,111,103,17.8429,41.3118,27.0430,1.9800,0.45,3.29,26,277,10.65,25.83,8.90,3.59,0.0472,76.06,0.01315,3.22,21.38,12.37,0.15,0.3,28.4,687.7,39.43,30.37,2.54
YR2_Geneva_R4_P446,Geneva,4,446,05-01-005,S. purpurea,F,24.5,51.2,111,103,18.3114,42.2579,26.7434,1.3924,0.45,4.17,32,390,12.19,45.21,7.85,7.94,0.0827,96.01,0.01042,6.83,1.44,13.76,4.74,0.53,25.1,355.2,40.27,36.93,3.24
YR2_Geneva_R5_P590,Geneva,5,590,05-01-005,S. purpurea,F,21.8,54.4,111,103,NA,NA,NA,NA,NA,3.00,26,221,8.50,16.97,8.50,6.04,0.0641,94.23,0.01061,6.39,1.17,10.53,5.48,0.68,28.3,552.2,41.50,34.87,1.96
YR2_Geneva_R6_P722,Geneva,6,722,05-01-005,S. purpurea,F,20.3,56.3,111.0,103,NA,NA,NA,NA,NA,2.69,24,227,9.46,18.83,7.35,5.94,0.0651,91.24,0.01096,5.56,1.37,11.57,4.07,0.56,24.3,216.3,36.67,27.93,2.08
YR2_Portland_R1_P65,Portland,1,65,05-01-005,S. purpurea,F,22.9,53.1,NA,NA,16.6967,42.1045,27.8047,1.4062,0.50,2.55,11,93,8.45,6.83,23.00,9.99,0.1164,85.82,0.01165,6.65,1.74,14.59,3.83,0.59,30.8,624.4,44.8,45.1,0.62
YR2_Portland_R2_P154,Portland,2,154,05-01-005,S. purpurea,F,21.3,55.1,NA,NA,17.2284,39.4957,28.3125,1.9432,0.48,2.88,22,234,10.64,21.93,10.00,6.41,0.069,92.90,0.01076,6.2,1.19,13.55,5.23,0.44,33.3,699.2,52.8,48.6,1.58
YR2_Portland_R3_P317,Portland,3,317,05-01-005,S. purpurea,F,8.9,73.7,NA,NA,17.1694,40.5840,28.0539,1.5988,0.47,3.00,2,27,13.50,2.96,18.00,9.54,0.0987,96.66,0.01035,8.36,1.45,16.43,5.75,0.44,26.3,411.5,45.5,46.0,0.53
YR2_Portland_R4_P428,Portland,4,428,05-01-005,S. purpurea,F,10.9,70.3,NA,NA,17.4758,39.2659,28.2831,1.6251,0.51,2.71,9,67,7.44,4.33,17.00,5.21,0.0774,67.31,0.01486,4.74,1.48,10.56,3.21,0.59,29.5,387.7,49.3,44.5,0.35
YR2_Portland_R5_P557,Portland,5,557,05-01-005,S. purpurea,F,40.8,36.8,NA,NA,NA,NA,NA,NA,NA,3.16,27,292,10.81,27.99,13.00,6.34,0.0858,73.89,0.01353,5.32,1.43,12.79,3.73,0.49,30.3,443.1,40.7,45.7,1.85
YR2_Portland_R6_P688,Portland,6,688,05-01-005,S. purpurea,F,37.1,39.4,NA,NA,NA,NA,NA,NA,NA,3.60,24,237,9.88,23.82,11.50,13.78,0.1402,98.29,0.01017,8.92,2.02,18.43,4.41,0.51,28.9,383.8,44.4,46.8,1.94
YR2_WVU_R1_P25,WVU,1,25,05-01-005,S. purpurea,F,56,28.6,108,81,18.0784,42.8229,26.1801,1.2292,0.43,3.85,29,305,10.52,30.51,NA,10.52,0.1028,102.33,0.00977,6.63,1.81,14.56,3.67,0.62,33.5,148.4,NA,36.6,2.23
YR2_WVU_R2_P188,WVU,2,188,05-01-005,S. purpurea,F,8,75.3,108,81,17.6138,40.9008,27.4018,1.6881,0.43,3.95,17,186,10.94,17.12,NA,9.77,0.1074,90.97,0.01099,6.8,1.67,30.03,4.06,0.14,32.1,559.2,NA,36.6,3.46
YR2_WVU_R3_P273,WVU,3,273,05-01-005,S. purpurea,F,54,29.4,108,81,17.4052,39.7519,27.9805,2.4155,0.43,4.05,19,179,9.42,15.86,NA,10.78,0.1038,103.85,0.00963,7.83,1.82,26.12,4.31,0.2,32.2,721.8,NA,41.8,1.90
YR2_WVU_R4_P421,WVU,4,421,05-01-005,S. purpurea,F,18,59.4,115,108,17.2589,41.6991,27.0671,2.5493,0.48,2.44,6,50,8.33,3.99,NA,9.73,0.1149,84.68,0.01181,7.08,1.65,29.36,4.3,0.14,30.7,576.8,NA,40.1,0.56
YR2_WVU_R5_P634,WVU,5,634,05-01-005,S. purpurea,F,14,65.3,108,81,NA,NA,NA,NA,NA,3.16,15,176,11.73,17.50,NA,11.3,0.1219,92.70,0.01079,8.13,1.72,21.45,4.72,0.31,32.3,520.6,NA,NA,8.93
YR2_WVU_R6_P692,WVU,6,692,05-01-005,S. purpurea,F,9,73.5,108,108,NA,NA,NA,NA,NA,2.55,7,66,9.43,5.14,NA,12.47,0.1171,106.49,0.00939,8.72,1.65,21.85,5.28,0.33,32.6,441.6,NA,NA,0.78
YR2_Geneva_R1_P85,Geneva,1,85,05-01-003,S. purpurea,F,29.2,46.2,111,103,19.6368,40.9205,25.6861,2.0384,0.44,3.81,35,383,10.94,38.76,8.55,6.25,0.0768,81.38,0.01229,6.62,1.21,13.73,5.48,0.42,30.2,570.5,39.70,39.03,3.04
YR2_Geneva_R2_P175,Geneva,2,175,05-01-003,S. purpurea,F,31.5,44.1,111,103,18.3276,42.8407,25.8066,1.7153,0.48,4.16,38,361,9.50,32.33,8.40,5.47,0.0741,73.82,0.01355,5.37,1.24,12.38,4.33,0.45,30.3,329.5,42.60,41.13,5.35
YR2_Geneva_R3_P333,Geneva,3,333,05-01-003,S. purpurea,F,38.5,38.4,111,111,18.4477,43.8786,25.7766,1.4642,0.47,3.95,33,353,10.70,39.89,8.15,2.28,0.0568,40.14,0.02491,2.03,1.28,5.45,1.58,0.96,25.8,465.3,46.83,25.97,4.26
YR2_Geneva_R4_P512,Geneva,4,512,05-01-003,S. purpurea,F,34.9,41.1,111,111,18.9296,44.7336,25.1165,1.0073,0.48,4.70,31,346,11.16,40.01,9.60,10.73,0.1212,88.53,0.01130,7.81,1.62,16.7,4.82,0.48,25.6,449.0,48.83,42.97,5.23
YR2_Geneva_R5_P616,Geneva,5,616,05-01-003,S. purpurea,F,32.2,43.4,111,111,NA,NA,NA,NA,NA,4.82,25,320,12.80,40.01,7.65,12.32,0.1523,80.89,0.01236,8.94,1.69,17.65,5.3,0.5,30.1,438.5,42.03,29.40,6.69
YR2_Geneva_R6_P674,Geneva,6,674,05-01-003,S. purpurea,F,18.9,58.2,111,111,NA,NA,NA,NA,NA,3.95,32,355,11.09,38.18,7.00,8.58,0.0974,88.09,0.01135,7.43,1.47,15.13,5.07,0.47,23.4,208.8,36.33,33.47,5.84
YR2_Portland_R1_P27,Portland,1,27,05-01-003,S. purpurea,F,33.7,42.1,NA,NA,17.8517,43.0986,27.1537,1.0380,0.52,3.70,13,150,11.54,15.06,10.00,14.2,0.1542,92.09,0.01086,8.73,1.91,18.66,4.57,0.51,29.7,559.6,44.6,41.5,2.28
YR2_Portland_R2_P203,Portland,2,203,05-01-003,S. purpurea,F,22.2,53.9,NA,NA,17.5350,42.9931,26.8498,1.3660,0.51,3.70,19,232,12.21,24.99,9.00,7.23,0.0718,100.70,0.00993,5.94,1.61,36.94,3.7,0.07,33.4,521.1,34.4,46.4,2.64
YR2_Portland_R3_P333,Portland,3,333,05-01-003,S. purpurea,F,24.8,50.9,NA,NA,17.7955,40.3230,27.8234,1.6671,0.52,3.57,18,172,9.56,15.61,22.50,9.84,0.1126,87.39,0.01144,7.47,1.53,16.64,4.88,0.45,26.6,408.9,56.5,47.8,3.48
YR2_Portland_R4_P443,Portland,4,443,05-01-003,S. purpurea,F,34.7,41.3,NA,NA,17.9621,42.6107,27.1177,1.0892,0.52,3.98,28,292,10.43,28.01,14.00,11.08,0.1285,86.23,0.01160,7.77,1.75,17.83,4.43,0.44,29.4,223.3,47.3,44.1,3.84
YR2_Portland_R5_P629,Portland,5,629,05-01-003,S. purpurea,F,46.0,33.5,NA,NA,NA,NA,NA,NA,NA,3.70,13,173,13.31,19.80,17.00,9.87,0.118,83.64,0.01196,7.47,1.55,17,4.81,0.43,29.8,318.3,45.2,56.6,2.88
YR2_Portland_R6_P764,Portland,6,764,05-01-003,S. purpurea,F,40.5,37.0,NA,NA,NA,NA,NA,NA,NA,4.24,56,732,13.07,84.38,11.50,13.17,0.1827,72.09,0.01387,8.8,1.86,17.12,4.73,0.56,26.0,206.2,48.2,44.3,5.17
YR2_WVU_R1_P42,WVU,1,42,05-01-003,S. purpurea,F,44,34.7,108,102,17.8487,44.9848,25.6663,1.0800,0.51,4.14,31,387,12.48,45.92,NA,13.29,0.1426,93.20,0.01073,9.36,1.74,19.71,5.38,0.43,34.8,445.0,NA,39.1,6.15
YR2_WVU_R2_P146,WVU,2,146,05-01-003,S. purpurea,F,37,39.5,108,102,17.5143,43.1706,26.6478,1.2980,0.48,4.12,36,407,11.31,44.16,NA,5.88,0.0728,80.77,0.01238,5,1.4,19.42,3.58,0.2,32.1,549.2,NA,39.8,3.80
YR2_WVU_R3_P306,WVU,3,306,05-01-003,S. purpurea,F,39,38.0,115,74,18.2781,44.2593,25.1793,1.2558,0.48,4.39,37,378,10.22,37.67,NA,10.86,0.0981,110.70,0.00903,7.76,1.8,32.82,4.32,0.13,32.6,761.8,NA,39.0,3.69
YR2_WVU_R4_P444,WVU,4,444,05-01-003,S. purpurea,F,24,51.8,115,108,17.2367,45.1130,25.8697,1.4915,0.49,4.72,20,209,10.45,22.89,NA,22.34,0.2307,96.84,0.01033,12.21,2.25,27.54,5.42,0.37,28.2,184.3,NA,42.1,3.92
YR2_WVU_R5_P567,WVU,5,567,05-01-003,S. purpurea,F,32,43.6,108,102,NA,NA,NA,NA,NA,4.37,48,484,10.08,46.04,NA,9.4,0.0993,94.66,0.01056,7.23,1.63,38.65,4.42,0.08,31.8,512.4,NA,NA,5.70
YR2_WVU_R6_P754,WVU,6,754,05-01-003,S. purpurea,F,40,37.3,108,108,NA,NA,NA,NA,NA,4.45,26,255,9.81,25.53,NA,13.87,0.1514,91.61,0.01092,10.48,1.59,21.99,6.6,0.36,30.3,335.4,NA,NA,6.71
YR2_Geneva_R1_P15,Geneva,1,15,05-01-002,S. purpurea,F,21.6,54.7,111,103,18.6585,41.5236,26.3833,2.0346,0.47,3.43,25,240,9.60,21.63,6.90,7.78,0.093,83.66,0.01195,6.52,1.53,14.07,4.27,0.49,29.7,724.2,50.90,36.03,2.84
YR2_Geneva_R2_P204,Geneva,2,204,05-01-002,S. purpurea,F,18.3,59.0,111,103,18.9025,40.9105,26.7231,1.6323,0.47,3.49,20,166,8.30,13.01,5.05,5.82,0.0787,73.95,0.01352,4.69,1.55,11.6,3.02,0.54,28.2,789.5,48.93,45.50,2.20
YR2_Geneva_R3_P329,Geneva,3,329,05-01-002,S. purpurea,F,27.3,48.2,111,103,18.6430,43.0028,26.0800,1.5034,0.47,3.32,33,297,9.00,25.96,9.50,7.89,0.0921,85.67,0.01167,7.82,1.45,25.41,5.4,0.15,24.3,370.3,46.67,30.80,6.46
YR2_Geneva_R4_P420,Geneva,4,420,05-01-002,S. purpurea,F,23.6,52.3,111,103,18.2800,42.2776,26.6481,1.4922,0.47,3.94,32,323,10.09,33.28,8.80,11.01,0.1255,87.73,0.01140,8.12,1.74,16.94,4.66,0.48,27.8,599.3,55.40,37.90,3.62
YR2_Geneva_R5_P639,Geneva,5,639,05-01-002,S. purpurea,F,13.4,66.3,111,103,NA,NA,NA,NA,NA,4.25,19,198,10.42,21.90,9.30,12.28,0.1342,91.51,0.01093,8.73,1.82,18.37,4.79,0.46,28.6,520.4,55.67,47.53,3.87
YR2_Geneva_R6_P776,Geneva,6,776,05-01-002,S. purpurea,F,13.9,65.5,111.0,103,NA,NA,NA,NA,NA,4.01,22,256,11.64,31.95,7.40,9.25,0.148,62.50,0.01600,5.22,2.11,12.61,2.47,0.73,24.1,212.0,57.20,53.70,2.84
YR2_Portland_R1_P81,Portland,1,81,05-01-002,S. purpurea,F,21.1,55.3,NA,NA,17.8585,40.2423,28.4831,1.3683,0.49,3.66,18,193,10.72,18.89,30.00,9.89,0.117,84.53,0.01183,7.38,1.65,31.09,4.48,0.13,33.2,783.1,57.1,48.8,1.61
YR2_Portland_R2_P228,Portland,2,228,05-01-002,S. purpurea,F,1.0,88.1,NA,NA,17.3789,35.9863,30.6137,1.9269,0.51,1.44,5,25,5.00,1.11,14.00,5.9,0.0374,157.75,0.00634,4.39,1.72,19.43,2.55,0.2,33.6,263.3,37.2,42.5,0.12
YR2_Portland_R3_P325,Portland,3,325,05-01-002,S. purpurea,F,9.7,72.3,NA,NA,18.2831,39.6875,28.1897,1.4929,0.48,3.66,12,98,8.17,8.39,25.50,7.9,0.0921,85.78,0.01166,7.44,1.41,14.95,5.28,0.44,26.5,398.9,57.1,48.1,1.85
YR2_Portland_R4_P391,Portland,4,391,05-01-002,S. purpurea,F,15.3,63.3,NA,NA,18.8618,41.0392,26.7713,1.4338,0.50,3.05,15,160,10.67,14.77,22.50,8.54,0.0994,85.92,0.01164,7.1,1.56,15.35,4.55,0.46,27.2,337.2,47.8,55.6,1.48
YR2_Portland_R5_P594,Portland,5,594,05-01-002,S. purpurea,F,3.5,83.4,NA,NA,NA,NA,NA,NA,NA,3.35,10,100,10.00,8.91,21.50,12.8,0.1053,121.56,0.00823,8.44,1.87,14.14,4.51,0.8,30.2,425.7,37.9,91.0,1.61
YR2_Portland_R6_P778,Portland,6,778,05-01-002,S. purpurea,F,22.4,53.7,NA,NA,NA,NA,NA,NA,NA,3.51,17,170,10.00,16.35,13.25,12.73,0.1442,88.28,0.01133,8.77,1.96,18.11,4.47,0.49,25.3,141.5,58.1,56.0,2.47
YR2_WVU_R1_P6,WVU,1,6,05-01-002,S. purpurea,F,22,54.2,108,102,18.0176,42.6536,26.6475,1.2550,0.50,3.59,22,211,9.59,18.73,NA,9.14,0.1315,69.51,0.01439,6.54,1.76,13.39,3.71,0.64,33.2,458.5,NA,38.9,2.95
YR2_WVU_R2_P183,WVU,2,183,05-01-002,S. purpurea,F,9,73.5,108,81,18.3336,40.7493,27.7379,1.4776,0.41,3.49,5,50,10.00,4.57,NA,10.61,0.1219,87.04,0.01149,7.82,1.69,22.06,4.61,0.27,34.5,640.0,NA,24.6,1.97
YR2_WVU_R3_P288,WVU,3,288,05-01-002,S. purpurea,F,30,45.5,115,81,18.3336,41.8260,27.1242,1.5258,0.46,3.91,16,197,12.31,21.51,NA,11.85,0.1198,98.91,0.01011,8.79,1.95,36.26,4.52,0.11,31.6,473.3,NA,36.1,3.32
YR2_WVU_R4_P489,WVU,4,489,05-01-002,S. purpurea,F,7,77.1,115,108,17.6273,38.9499,27.8512,1.8593,0.46,2.98,2,19,9.50,1.61,NA,6.69,0.0839,79.74,0.01254,5.78,1.4,23.89,4.14,0.15,28.1,352.2,NA,NA,0.12
YR2_WVU_R5_P619,WVU,5,619,05-01-002,S. purpurea,F,16,62.3,108,57,NA,NA,NA,NA,NA,3.13,7,97,13.86,10.61,NA,11.42,0.1311,87.11,0.01148,8.36,1.75,25.45,4.78,0.22,32.2,469.7,NA,NA,2.09
YR2_WVU_R6_P757,WVU,6,757,05-01-002,S. purpurea,F,24,51.8,108,81,NA,NA,NA,NA,NA,3.61,18,180,10.00,16.16,NA,9.42,0.1227,76.77,0.01303,8.03,1.57,16.81,5.12,0.42,30.4,419.2,NA,NA,2.71
YR2_Geneva_R1_P122,Geneva,1,122,05-01-001,S. purpurea,M,32.3,43.3,111,91,17.7498,41.1341,27.0202,1.8862,0.50,2.43,10,83,8.30,6.78,9.80,5.46,0.06,91.00,0.01099,5.46,1.26,11.7,4.34,0.5,29.1,687.9,35.03,36.33,0.95
YR2_Geneva_R2_P248,Geneva,2,248,05-01-001,S. purpurea,M,34.3,41.6,111,103,17.8618,42.3772,26.7035,1.5278,0.48,3.29,22,185,8.41,13.30,8.15,5.41,0.0541,100.00,0.01000,5.01,1.37,11.26,3.66,0.54,30.9,648.8,32.13,28.27,1.42
YR2_Geneva_R3_P380,Geneva,3,380,05-01-001,S. purpurea,M,38.3,38.5,111,103,18.0681,41.9693,26.8105,1.6488,0.48,3.10,20,149,7.45,10.00,6.50,6.84,0.0591,115.74,0.00864,5.51,1.59,11.8,3.46,0.62,23.2,426.2,41.30,41.87,0.95
YR2_Geneva_R4_P481,Geneva,4,481,05-01-001,S. purpurea,M,34.7,41.3,111,103,18.2087,40.8537,26.6887,1.7191,0.48,3.14,22,157,7.14,11.22,8.70,7.96,0.0865,92.02,0.01087,6.3,1.69,13.46,3.72,0.55,27.9,639.6,41.17,42.53,1.07
YR2_Geneva_R5_P572,Geneva,5,572,05-01-001,S. purpurea,M,28.7,46.7,111,103,NA,NA,NA,NA,NA,3.08,17,136,8.00,9.53,7.65,10.87,0.0944,115.15,0.00868,8.3,1.58,14.89,5.25,0.62,28.3,525.5,40.87,28.97,1.07
YR2_Geneva_R6_P711,Geneva,6,711,05-01-001,S. purpurea,M,46.3,33.4,111.0,103,NA,NA,NA,NA,NA,3.41,25,215,8.60,17.79,7.90,6.39,0.0594,107.58,0.00930,5.78,1.43,10.43,4.05,0.74,22.0,268.4,35.20,35.00,2.02
YR2_Portland_R1_P61,Portland,1,61,05-01-001,S. purpurea,M,5.0,80.7,NA,NA,17.3172,42.9717,27.7824,0.9886,0.50,1.64,4,21,5.25,0.93,20.00,7.24,0.067,108.06,0.00925,6.7,1.37,13.44,4.89,0.5,31.0,686.0,42.6,42.7,0.73
YR2_Portland_R2_P215,Portland,2,215,05-01-001,S. purpurea,M,19.1,57.9,NA,NA,17.3276,40.1997,28.8388,1.3989,0.51,1.14,6,39,6.50,2.43,24.50,6.79,0.0559,121.47,0.00823,5.66,1.42,31.25,3.98,0.09,32.7,621.7,38.3,39.7,0.12
YR2_Portland_R3_P323,Portland,3,323,05-01-001,S. purpurea,M,16.1,62.2,NA,NA,16.6761,40.6298,28.7340,1.5798,0.48,2.23,7,45,6.43,2.47,20.00,6.39,0.0689,92.74,0.01078,5.48,1.49,11.71,3.68,0.59,26.4,258.8,36.9,42.8,0.24
YR2_Portland_R4_P468,Portland,4,468,05-01-001,S. purpurea,M,33.5,42.3,NA,NA,17.6059,40.3268,28.8103,1.1656,0.48,2.71,20,195,9.75,15.37,25.00,3,0.047,63.83,0.01567,2.67,1.35,6.82,1.98,0.81,29.5,424.5,39.5,40.3,1.71
YR2_Portland_R5_P625,Portland,5,625,05-01-001,S. purpurea,M,35.8,40.4,NA,NA,NA,NA,NA,NA,NA,1.55,7,43,6.14,2.44,22.50,4.75,0.0482,98.55,0.01015,4.95,1.12,8.05,4.44,0.92,29.4,442.5,36.9,46.5,0.37
YR2_Portland_R6_P712,Portland,6,712,05-01-001,S. purpurea,M,21.8,54.4,NA,NA,NA,NA,NA,NA,NA,2.19,10,56,5.60,2.92,14.50,7.9,0.0694,113.83,0.00878,6.83,1.43,13.83,4.77,0.52,27.2,570.9,36.9,38.4,0.24
YR2_WVU_R1_P23,WVU,1,23,05-01-001,S. purpurea,M,27,48.5,108,108,17.3424,39.4510,27.3264,1.7103,0.43,2.00,12,85,7.08,5.03,NA,7.07,0.0744,95.03,0.01052,6.15,1.46,13.06,4.21,0.52,35.4,639.2,NA,39.6,0.82
YR2_WVU_R2_P225,WVU,2,225,05-01-001,S. purpurea,M,44,34.7,115,81,18.3322,42.4277,26.3515,1.3546,0.49,3.53,32,253,7.91,17.71,NA,11.8,0.0875,134.86,0.00742,7.68,2.05,30.48,3.74,0.16,29.7,390.5,NA,35.7,2.10
YR2_WVU_R3_P321,WVU,3,321,05-01-001,S. purpurea,M,61,26.6,115,108,18.1500,40.1238,27.6889,1.3298,0.44,2.61,18,149,8.28,10.66,NA,12.46,0.1178,105.77,0.00945,8.37,1.94,33.01,4.31,0.14,30.5,537.9,NA,21.8,0.58
YR2_WVU_R4_P495,WVU,4,495,05-01-001,S. purpurea,M,25,50.6,108,57,17.0730,39.1613,28.8415,1.3349,0.48,2.62,10,85,8.50,6.32,NA,7.03,0.0669,105.08,0.00952,6.17,1.49,28.74,4.15,0.11,26.0,254.8,NA,38.3,0.47
YR2_WVU_R5_P532,WVU,5,532,05-01-001,S. purpurea,M,13,66.9,108,108,NA,NA,NA,NA,NA,1.41,3,23,7.67,1.39,NA,8.22,0.0587,140.03,0.00714,5.37,1.8,13.19,2.99,0.59,30.9,434.6,NA,NA,0.47
YR2_WVU_R6_P703,WVU,6,703,05-01-001,S. purpurea,M,1,88.1,108,108,NA,NA,NA,NA,NA,1.65,2,14,7.00,0.79,NA,13.52,0.0928,145.69,0.00686,9.08,1.84,19.45,4.93,0.45,33.1,480.9,NA,NA,0.12
YR2_Geneva_R1_P130,Geneva,1,130,04-BN-046,S. purpurea,F,74.1,22.4,111,111,17.7715,42.3422,26.9484,1.6368,0.56,2.54,36,363,10.08,32.46,11.60,3.99,0.0415,96.14,0.01040,3.91,1.23,9.74,3.19,0.53,28.3,576.8,49.30,38.70,1.61
